iter	Logloss
231	0.408939258
232	0.4087752898
233	0.4086922398
234	0.4085108938
235	0.4084081641
236	0.4082448975
237	0.4080896219
238	0.4079174397
239	0.4077830546
240	0.407596587
241	0.4074884963
242	0.4073889094
243	0.4072830927
244	0.4071486741
245	0.4069981612
246	0.406819205
247	0.4066819833
248	0.4065490807
249	0.4063682701
250	0.406261691
251	0.4061220534
252	0.405998477
253	0.4059033101
254	0.4057650408
255	0.4056397281
256	0.4054950717
257	0.4052589676
258	0.4051160844
259	0.4049400029
260	0.4047344332
261	0.4045884077
262	0.4044655413
263	0.4042908682
264	0.4041564009
265	0.4040751818
266	0.403912873
267	0.4037951554
268	0.4036324736
269	0.4035329434
270	0.4033903891
271	0.4032489974
272	0.4030807441
273	0.4029073869
274	0.4027360795
275	0.4025385289
276	0.4023656966
277	0.4022174841
278	0.4020417764
279	0.4018988491
280	0.4017562008
281	0.4016204557
282	0.4014652667
283	0.4013334699
284	0.4011577456
285	0.4009750298
286	0.4007834202
287	0.4006173366
288	0.4005213474
289	0.4004650079
290	0.4003131954
291	0.4001163984
292	0.399947545
293	0.3998249839
294	0.3996847325
295	0.3995200318
296	0.3993725939
297	0.3992420343
298	0.3991104774
299	0.398907714
300	0.3987318921
301	0.3985821867
302	0.3984398378
303	0.3982350713
304	0.3980481789
305	0.3978983705
306	0.3977373912
307	0.3975663363
308	0.397413178
309	0.397346529
310	0.397214513
311	0.3971176707
312	0.3969293019
313	0.3967571555
314	0.3965719211
315	0.3963937804
316	0.3962694536
317	0.3961477212
318	0.3959910816
319	0.3958375207
320	0.3956722567
321	0.3955805532
322	0.3954278873
323	0.3953055181
324	0.3951580688
325	0.3949677828
326	0.3948029991
327	0.3946362296
328	0.3944989071
329	0.3943590041
330	0.3942710968
331	0.394126511
332	0.394013308
333	0.3939047957
334	0.3938387098
335	0.3936404747
336	0.3934997774
337	0.3934079365
338	0.3932771754
339	0.3931389001
340	0.3930484365
341	0.3929015743
342	0.3927800095
343	0.3926647974
344	0.3925143059
345	0.3923853429
346	0.3922667775
347	0.3922109045
348	0.3921181698
349	0.3919849751
350	0.3918430048
351	0.3917159766
352	0.3916308983
353	0.3915780432
354	0.3914756754
355	0.3913970605
356	0.3912695524
357	0.3911664909
358	0.3910187465
359	0.3908562788
360	0.3906817693
361	0.3905094036
362	0.3903717331
363	0.3902723079
364	0.39011701
365	0.3899741929
366	0.3898112043
367	0.3896633466
368	0.3895749861
369	0.3894429611
370	0.389287933
371	0.3891401349
372	0.3890434419
373	0.3888855598
374	0.3887690793
375	0.3886411976
376	0.3885322074
377	0.3884036877
378	0.3882716204
379	0.388141045
380	0.3879904
381	0.387845455
382	0.3877349988
383	0.3876304145
384	0.3875272291
385	0.3874629145
386	0.387346115
387	0.3872295011
388	0.3871900366
389	0.3870930767
390	0.3869749384
391	0.386813805
392	0.3866662315
393	0.3865830653
394	0.3864646409
395	0.3863641243
396	0.3862438402
397	0.3861416342
398	0.3860325167
399	0.3859534781
400	0.3858736946
401	0.385778737
402	0.3857065343
403	0.3855716949
404	0.3854426679
405	0.3853040156
406	0.3851495382
407	0.3850242788
408	0.3849172185
409	0.3848011809
410	0.3846835605
411	0.3845460639
412	0.3844746457
413	0.3843390757
414	0.3842033522
415	0.3840517755
416	0.3840079891
417	0.3838741309
418	0.3837465306
419	0.3835995338
420	0.3834569491
421	0.3833750152
422	0.3832260468
423	0.3830789236
424	0.3829541774
425	0.3828087201
426	0.3826627185
427	0.3825629894
428	0.3824470124
429	0.3823682257
430	0.3822111526
431	0.3820836155
432	0.3819652146
433	0.3818104623
434	0.3817610226
435	0.381663198
436	0.3814760858
437	0.3813376763
438	0.3812419933
439	0.3811545357
440	0.3810092651
441	0.3808541927
442	0.3807729285
443	0.3806406811
444	0.3805761656
445	0.3804541991
446	0.3803778306
447	0.3802728394
448	0.3802179933
449	0.3800971071
450	0.3799599398
451	0.3798375626
452	0.3797063883
453	0.3796207328
454	0.3794671801
455	0.3793789147
456	0.379246686
457	0.3792012425
458	0.3790633657
459	0.3789619184
460	0.3788542413
461	0.3787890123
462	0.3786644047
463	0.3785270045
464	0.3784040794
465	0.3782515313
466	0.3780943644
467	0.3779658862
468	0.377856626
469	0.3777223095
470	0.3776192019
471	0.3775149641
472	0.3773232005
473	0.3772032844
474	0.3770659517
475	0.376978185
476	0.3768529557
477	0.3767184602
478	0.3766470361
479	0.3765490715
480	0.3764434508
481	0.3763733136
482	0.3762745491
483	0.3761986264
484	0.3760562309
485	0.3759246874
486	0.3758229499
487	0.3757013865
488	0.3755932768
489	0.3754945103
490	0.375366571
491	0.3752794081
492	0.3751477677
493	0.375087722
494	0.3749903921
495	0.3748554065
496	0.3747304981
497	0.3745979789
498	0.3745342357
499	0.3744403335
500	0.3743552515
501	0.3742949553
502	0.3742279178
503	0.374152997
504	0.3740156601
505	0.3739698771
506	0.3738487444
507	0.3737140152
508	0.3735881277
509	0.3734907129
510	0.3733642701
511	0.3733063578
512	0.3732310178
513	0.3730996606
514	0.3730369232
515	0.3729184124
516	0.3727726092
517	0.3727262534
518	0.3725821289
519	0.3724908707
520	0.3723585738
521	0.3722399678
522	0.3721194023
523	0.3720265844
524	0.3719725324
525	0.3718582072
526	0.3717283837
527	0.3716348993
528	0.3715398566
529	0.3714005798
530	0.3712585247
531	0.3711650321
532	0.3710074984
533	0.3709112735
534	0.3708114672
535	0.3707013854
536	0.3705492203
537	0.3704343282
538	0.3703609403
539	0.3702413832
540	0.3701142994
541	0.3700315001
542	0.3699231769
543	0.3698477653
544	0.3697885987
545	0.3696966726
546	0.3695977089
547	0.3695031681
548	0.369450956
549	0.3693327984
550	0.3692232923
551	0.3691489991
552	0.3690330607
553	0.3689236096
554	0.3688369885
555	0.3687348226
556	0.3686096056
557	0.3685284834
558	0.3683819822
559	0.3683021242
560	0.368177504
561	0.3680731008
562	0.3679630631
563	0.367857416
564	0.3677605824
565	0.3676726951
566	0.3675513165
567	0.3674194662
568	0.3673556917
569	0.367217351
570	0.367127527
571	0.3670171187
572	0.3669474681
573	0.3668586367
574	0.3667319251
575	0.3666505528
576	0.3665179292
577	0.3664280834
578	0.36631197
579	0.3662074134
580	0.3661240727
581	0.3660144726
582	0.3659036456
583	0.3658489872
584	0.3656987654
585	0.3656087538
586	0.3655304717
587	0.3653887789
588	0.3652879202
589	0.3651576685
590	0.3650584902
591	0.364996011
592	0.3648887295
593	0.36476271
594	0.3646453363
595	0.3645682201
596	0.3644755986
597	0.3643558953
598	0.3642416479
599	0.3641356391
600	0.3640627929
601	0.3639486562
602	0.3638222968
603	0.3636805571
604	0.3635909589
605	0.3634792843
606	0.3633566374
607	0.363226687
608	0.3631037463
609	0.3629895715
610	0.362925457
611	0.3628384734
612	0.362746656
613	0.3626837435
614	0.3625986547
615	0.3624504386
616	0.3623857028
617	0.3622616102
618	0.3621459516
619	0.3620348214
620	0.3618845511
621	0.3618167642
622	0.3617238352
623	0.3616073617
624	0.3615093085
625	0.3614049964
626	0.3613005828
627	0.3612143039
628	0.3611111165
629	0.3610428407
630	0.360969835
631	0.3608692095
632	0.3607810202
633	0.3606543962
634	0.3605609436
635	0.3604521331
636	0.3603407223
637	0.360269804
638	0.3601501254
639	0.3600328332
640	0.35993807
641	0.3598362506
642	0.3597843733
643	0.3597032443
644	0.3596170078
645	0.3595380882
646	0.3594585096
647	0.3593711827
648	0.3592657224
649	0.3591565481
650	0.3590822111
651	0.3589611122
652	0.3588983887
653	0.3587978652
654	0.3586871852
655	0.3586027846
656	0.3585636394
657	0.358500403
658	0.3583876063
659	0.3582914349
660	0.3581845309
661	0.3580684152
662	0.3579655702
663	0.357858783
664	0.3577688005
665	0.357666349
666	0.3575874491
667	0.3574954267
668	0.3574037753
669	0.3573351038
670	0.3572766892
671	0.3572041506
672	0.3571206688
673	0.3570185632
674	0.3568889184
675	0.3567847463
676	0.3566814018
677	0.3566161922
678	0.3565231829
679	0.3564672855
680	0.3564027874
681	0.3563206106
682	0.3562480551
683	0.356132771
684	0.3560815472
685	0.3559773184
686	0.355921077
687	0.3558521481
688	0.3557368084
689	0.3556224643
690	0.3554940223
691	0.3553962256
692	0.3553169649
693	0.3552424589
694	0.355158548
695	0.3550765223
696	0.3550020848
697	0.3548892017
698	0.354745456
699	0.3546740831
700	0.3545726731
701	0.3544412831
702	0.3543189811
703	0.3542430845
704	0.3541410969
705	0.3540831626
706	0.3539895522
707	0.353876448
708	0.3537851866
709	0.3537099003
710	0.3536434187
711	0.3535341438
712	0.3534207226
713	0.3533700806
714	0.3532411187
715	0.3531078719
716	0.3530126999
717	0.3529312788
718	0.3528719987
719	0.3527549537
720	0.3526571319
721	0.3525881344
722	0.3525046548
723	0.3524596775
724	0.352341837
725	0.3522807476
726	0.3521916297
727	0.3521152061
728	0.352024211
729	0.3519195694
730	0.3518039826
731	0.3517062255
732	0.3516335112
733	0.3515677899
734	0.3514711402
735	0.3513575705
736	0.3512600844
737	0.3511668988
738	0.3511151909
739	0.3510536404
740	0.3509810204
741	0.3509244267
742	0.3508172184
743	0.3507226838
744	0.3506462164
745	0.3505737417
746	0.3504781526
747	0.3503987896
748	0.3502837117
749	0.3502246376
750	0.3501210207
751	0.3500572249
752	0.3499625342
753	0.3498785407
754	0.3498278634
755	0.3497629079
756	0.3496713909
757	0.3495953207
758	0.3495263098
759	0.3494401047
760	0.3493787395
761	0.3493148273
762	0.3492339932
763	0.3491426561
764	0.3490241265
765	0.3489513861
766	0.3488643632
767	0.3487929227
768	0.3487137795
769	0.348642875
770	0.3485440351
771	0.3484767023
772	0.3484000971
773	0.3482910018
774	0.3481877066
775	0.3481276406
776	0.3480898574
777	0.3479913821
778	0.3478880621
779	0.3478084832
780	0.3477047248
781	0.347601741
782	0.347531037
783	0.3474209445
784	0.347368731
785	0.3472805016
786	0.3471584418
787	0.3470941347
788	0.3469842034
789	0.3469137644
790	0.3467920206
791	0.3466940772
792	0.3466450977
793	0.3465870208
794	0.3464952567
795	0.3463753431
796	0.3463120892
797	0.3462436968
798	0.3461039792
799	0.345980585
800	0.3459336142
801	0.3458414484
802	0.3457203201
803	0.3456391897
804	0.3455300007
805	0.3454516987
806	0.3453827543
807	0.3452837376
808	0.3452005581
809	0.3451211829
810	0.3450336388
811	0.3449134043
812	0.3448195044
813	0.3447441131
814	0.3446496015
815	0.344589813
816	0.3444890645
817	0.344378003
818	0.3442970625
819	0.344216984
820	0.3440948689
821	0.3440202571
822	0.343967771
823	0.3439028917
824	0.3438129603
825	0.3437295481
826	0.3436478731
827	0.3435445768
828	0.3434620153
829	0.3433556481
830	0.3432605758
831	0.3431861118
832	0.343102186
833	0.3430303313
834	0.3429474641
835	0.3428399013
836	0.3427647915
837	0.3427005398
838	0.3426144952
839	0.3425410132
840	0.3424399539
841	0.3423495027
842	0.3422615554
843	0.3421781417
844	0.3420658634
845	0.3420116648
846	0.3419233017
847	0.3418236177
848	0.3417117723
849	0.3416418787
850	0.341543559
851	0.3414913732
852	0.3414375202
853	0.3413409383
854	0.3412920943
855	0.3412292833
856	0.3411319415
857	0.3410497786
858	0.3409740972
859	0.3408798466
860	0.3408104195
861	0.3407000962
862	0.3406241125
863	0.3405562745
864	0.3404656118
865	0.3404005292
866	0.3402971725
867	0.3402486452
868	0.3401923082
869	0.340103197
870	0.3399886374
871	0.3399113338
872	0.3398140348
873	0.339757201
874	0.3396561421
875	0.3395710114
876	0.3394814643
877	0.3394247569
878	0.3393331979
879	0.3392914632
880	0.3391830681
881	0.339118798
882	0.3390757661
883	0.3390016402
884	0.3388866241
885	0.3388149992
886	0.3387107673
887	0.3386171054
888	0.3385396697
889	0.3384197398
890	0.338364981
891	0.3382912413
892	0.3382149057
893	0.3381313267
894	0.3380761484
895	0.337971645
896	0.337885826
897	0.3377750923
898	0.337725826
899	0.3376790526
900	0.3376103954
901	0.3375343316
902	0.3374421454
903	0.3373551718
904	0.3372638529
905	0.3371788292
906	0.3370602737
907	0.3369807619
908	0.3369153211
909	0.3368655268
910	0.3367662807
911	0.3367205281
912	0.3366517974
913	0.3366070904
914	0.3364947753
915	0.3363927896
916	0.3362742445
917	0.3361857421
918	0.3361107569
919	0.3360122602
920	0.3359086389
921	0.3358044008
922	0.3357360427
923	0.3356358992
924	0.3355608301
925	0.3354936151
926	0.3354153114
927	0.3353336249
928	0.3352608524
929	0.3351890778
930	0.3351081401
931	0.3350378358
932	0.3349441702
933	0.3348624715
934	0.3347748133
935	0.3346525019
936	0.3345802276
937	0.3345152966
938	0.3344276638
939	0.3343636116
940	0.3342661982
941	0.3341779138
942	0.3340921986
943	0.3340413708
944	0.3339924745
945	0.3339376979
946	0.3338528041
947	0.3337685009
948	0.3337024159
949	0.3336016588
950	0.3335184188
951	0.3334257087
952	0.33335187
953	0.3332705095
954	0.3331845686
955	0.3330773464
956	0.3330092664
957	0.3329119067
958	0.3328492761
959	0.3327935638
960	0.3327193654
961	0.3326320144
962	0.3325314312
963	0.3324435902
964	0.3323889695
965	0.3323390923
966	0.3322713463
967	0.3322012584
968	0.3321258738
969	0.3320608103
970	0.3319873215
971	0.3319201139
972	0.3318282511
973	0.3317884838
974	0.3317390579
975	0.3316683371
976	0.3316159804
977	0.3315151697
978	0.331409727
979	0.3313370869
980	0.3313036855
981	0.3312093477
982	0.3311384383
983	0.3310339157
984	0.3309482208
985	0.3308630099
986	0.3308094235
987	0.3307211359
988	0.3306769964
989	0.3306080564
990	0.3305584634
991	0.3304583843
992	0.3303692476
993	0.3303023202
994	0.3301814067
995	0.3300940563
996	0.3300298275
997	0.3299411412
998	0.3298859309
999	0.3297777132
